date,type_a,type_b,sales_cnt
2015-12-26,36425,36827,73252
2015-12-27,34544,37851,72395
2015-12-28,49317,46108,95425
2015-12-29,41823,41846,83669
2015-12-30,39946,40041,79987
2015-12-31,37735,36301,74036
2016-01-01,28252,35467,63719
2016-01-02,29514,35016,64530
2016-01-03,30819,36921,67740
2016-01-04,42694,41608,84302
2016-01-05,39076,38414,77490
2016-01-06,37227,36051,73278
2016-01-07,37864,40935,78799
2016-01-08,37437,39700,77137
2016-01-09,29625,35348,64973
2016-01-10,30661,36609,67270
2016-01-11,40469,42664,83133
2016-01-12,41036,38959,79995
2016-01-13,38310,39366,77676
2016-01-14,36591,37941,74532
2016-01-15,34803,33438,68241
2016-01-16,29662,31008,60670
2016-01-17,31072,29975,61047
2016-01-18,42342,36464,78806
2016-01-19,41141,37503,78644
2016-01-20,42390,35241,77631
2016-01-21,38418,36394,74812
2016-01-22,37322,36214,73536
2016-01-23,33071,33565,66636
2016-01-24,32632,33826,66458
2016-01-25,43127,37532,80659
2016-01-26,46512,41237,87749
2016-01-27,45458,41060,86518
2016-01-28,41700,38789,80489
2016-01-29,44041,37571,81612
2016-01-30,38448,36441,74889
2016-01-31,38177,35157,73334
2016-02-01,51592,37709,89301
2016-02-02,47285,34238,81523
2016-02-03,43007,30282,73289
2016-02-04,35654,26603,62257
2016-02-05,28919,21520,50439
2016-02-06,20257,15676,35933
2016-02-07,4928,4962,9890
2016-02-08,2631,4258,6889
2016-02-09,3719,5401,9120
2016-02-10,4608,6570,11178
2016-02-11,9090,9853,18943
2016-02-12,11732,11448,23180
2016-02-13,14752,13983,28735
2016-02-14,27423,26083,53506
2016-02-15,31150,27404,58554
2016-02-16,30365,27215,57580
2016-02-17,29499,26686,56185
2016-02-18,29646,28028,57674
2016-02-19,28779,27241,56020
2016-02-20,25293,26208,51501
2016-02-21,24931,24445,49376
2016-02-22,30282,28199,58481
2016-02-23,30669,27211,57880
2016-02-24,30588,26916,57504
2016-02-25,29800,26425,56225
2016-02-26,28691,26560,55251
2016-02-27,27918,32098,60016
2016-02-28,28675,31818,60493
2016-02-29,35121,35037,70158
2016-03-01,35087,35725,70812
2016-03-02,34570,35632,70202
2016-03-03,32928,33756,66684
2016-03-04,31598,29525,61123
2016-03-05,25780,25837,51617
2016-03-06,25600,24995,50595
2016-03-07,37104,31852,68956
2016-03-08,33824,32499,66323
2016-03-09,31747,27528,59275
2016-03-10,31413,25920,57333
2016-03-11,33066,25835,58901
2016-03-12,29152,26111,55263
2016-03-13,27254,24981,52235
2016-03-14,34657,26627,61284
2016-03-15,32165,25470,57635
2016-03-16,31716,26982,58698
2016-03-17,29253,25460,54713
2016-03-18,30930,27751,58681
2016-03-19,25636,26773,52409
2016-03-20,26962,28900,55862
2016-03-21,39627,32033,71660
2016-03-22,35002,29695,64697
2016-03-23,32988,27246,60234
2016-03-24,31213,24888,56101
2016-03-25,29976,24766,54742
2016-03-26,23367,21144,44511
2016-03-27,22041,21466,43507
2016-03-28,30918,24519,55437
2016-03-29,27788,22390,50178
2016-03-30,27020,22665,49685
2016-03-31,25907,20998,46905
2016-04-01,26475,20392,46867
2016-04-02,20955,16445,37400
2016-04-03,19284,19488,38772
2016-04-04,20609,21584,42193
2016-04-05,32251,25344,57595
2016-04-06,29013,22487,51500
2016-04-07,27460,22838,50298
2016-04-08,25981,22409,48390
2016-04-09,23393,22643,46036
2016-04-10,23761,23254,47015
2016-04-11,32555,26077,58632
2016-04-12,29153,23513,52666
2016-04-13,28175,23094,51269
2016-04-14,26248,21779,48027
2016-04-15,24611,22010,46621
2016-04-16,20946,19034,39980
2016-04-17,20604,19704,40308
2016-04-18,39113,51755,90868
2016-04-19,45434,57736,103170
2016-04-20,41108,45799,86907
2016-04-21,36212,41041,77253
2016-04-22,37380,36689,74069
2016-04-23,33264,32915,66179
2016-04-24,36051,34277,70328
2016-04-25,48606,38226,86832
2016-04-26,43383,32523,75906
2016-04-27,39523,33151,72674
2016-04-28,35166,31107,66273
2016-04-29,31735,31580,63315
2016-04-30,24230,29905,54135
2016-05-01,21372,28802,50174
2016-05-02,24459,32175,56634
2016-05-03,35565,37026,72591
2016-05-04,32370,36460,68830
2016-05-05,31449,33716,65165
2016-05-06,29665,32334,61999
2016-05-07,25825,28168,53993
2016-05-08,24486,28845,53331
2016-05-09,33094,30832,63926
2016-05-10,31186,28046,59232
2016-05-11,30323,34436,64759
2016-05-12,30256,35257,65513
2016-05-13,28295,26386,54681
2016-05-14,23640,28072,51712
2016-05-15,24218,9939,34157
2016-05-16,34251,33503,67754
2016-05-17,31635,30709,62344
2016-05-18,29898,28957,58855
2016-05-19,33376,36935,70311
2016-05-20,37100,38293,75393
2016-05-21,29408,32233,61641
2016-05-22,27626,30655,58281
2016-05-23,39755,38411,78166
2016-05-24,34715,37023,71738
2016-05-25,33566,37665,71231
2016-05-26,31951,56586,88537
2016-05-27,31611,54714,86325
2016-05-28,26046,49412,75458
2016-05-29,25507,47628,73135
2016-05-30,34048,55255,89303
2016-05-31,30357,50730,81087
2016-06-01,33008,45847,78855
2016-06-02,32012,41831,73843
2016-06-03,29060,38032,67092
2016-06-04,25080,36727,61807
2016-06-05,25453,38782,64235
2016-06-06,31907,43386,75293
2016-06-07,29918,40872,70790
2016-06-08,28950,38003,66953
2016-06-09,20021,32122,52143
2016-06-10,22781,35022,57803
2016-06-11,25135,37353,62488
2016-06-12,31660,43051,74711
2016-06-13,29137,40616,69753
2016-06-14,27551,39730,67281
2016-06-15,27942,41882,69824
2016-06-16,42421,88939,131360
2016-06-17,35269,61001,96270
2016-06-18,31155,58361,89516
2016-06-19,32964,59046,92010
2016-06-20,46119,67291,113410
2016-06-21,45038,63584,108622
2016-06-22,42009,58250,100259
2016-06-23,38700,52465,91165
2016-06-24,35399,51644,87043
2016-06-25,27150,45882,73032
2016-06-26,26914,45365,72279
2016-06-27,34132,52262,86394
2016-06-28,30565,47235,77800
2016-06-29,28578,38912,67490
2016-06-30,29152,38476,67628
2016-07-01,29881,37638,67519
2016-07-02,23438,34117,57555
2016-07-03,22982,33814,56796
2016-07-04,29745,38862,68607
2016-07-05,27726,36567,64293
2016-07-06,25898,35253,61151
2016-07-07,25494,33855,59349
2016-07-08,23746,30144,53890
2016-07-09,20331,27674,48005
2016-07-10,23078,32285,55363
2016-07-11,27726,33629,61355
2016-07-12,25824,32650,58474
2016-07-13,25327,32938,58265
2016-07-14,26015,33569,59584
2016-07-15,25098,31380,56478
2016-07-16,21240,29312,50552
2016-07-17,21416,28307,49723
2016-07-18,26872,32096,58968
2016-07-19,30712,47081,77793
2016-07-20,28139,39235,67374
2016-07-21,27108,35665,62773
2016-07-22,26046,36927,62973
2016-07-23,23288,35592,58880
2016-07-24,21540,33672,55212
2016-07-25,27086,35806,62892
2016-07-26,25160,33700,58860
2016-07-27,24336,31891,56227
2016-07-28,25247,33492,58739
2016-07-29,23316,28525,51841
2016-07-30,20643,26870,47513
2016-07-31,19908,26252,46160
2016-08-01,25745,30379,56124
2016-08-02,24336,29945,54281
2016-08-03,25325,31237,56562
2016-08-04,23889,29728,53617
2016-08-05,23481,28805,52286
2016-08-06,20516,27392,47908
2016-08-07,18600,27721,46321
2016-08-08,25718,31995,57713
2016-08-09,22851,28297,51148
2016-08-10,22718,28041,50759
2016-08-11,22278,26617,48895
2016-08-12,22295,26370,48665
2016-08-13,18716,24338,43054
2016-08-14,16962,22142,39104
2016-08-15,23190,26863,50053
2016-08-16,21845,25654,47499
2016-08-17,22086,27130,49216
2016-08-18,21804,25894,47698
2016-08-19,22250,26238,48488
2016-08-20,21440,26203,47643
2016-08-21,20245,26348,46593
2016-08-22,25100,28282,53382
2016-08-23,24160,28859,53019
2016-08-24,23498,27530,51028
2016-08-25,22192,24860,47052
2016-08-26,26720,38082,64802
2016-08-27,21134,29402,50536
2016-08-28,20417,29228,49645
2016-08-29,27490,33806,61296
2016-08-30,28310,33595,61905
2016-08-31,25805,32174,57979
2016-09-01,25848,30134,55982
2016-09-02,25227,28570,53797
2016-09-03,23276,28655,51931
2016-09-04,22770,30091,52861
2016-09-05,27867,33443,61310
2016-09-06,28119,32581,60700
2016-09-07,28521,33266,61787
2016-09-08,29537,39813,69350
2016-09-09,30398,43870,74268
2016-09-10,26582,36873,63455
2016-09-11,26950,38924,65874
2016-09-12,33597,43015,76612
2016-09-13,32609,38849,71458
2016-09-14,31621,35847,67468
2016-09-15,20400,29957,50357
2016-09-16,26740,34392,61132
2016-09-17,31438,36946,68384
2016-09-18,35840,42581,78421
2016-09-19,34589,43041,77630
2016-09-20,34288,39485,73773
2016-09-21,33403,38260,71663
2016-09-22,31177,36119,67296
2016-09-23,30378,34327,64705
2016-09-24,25135,30455,55590
2016-09-25,24577,29835,54412
2016-09-26,30718,34523,65241
2016-09-27,29460,33915,63375
2016-09-28,28658,34178,62836
2016-09-29,27815,30878,58693
2016-09-30,26789,28441,55230
2016-10-01,21464,28361,49825
2016-10-02,20089,26894,46983
2016-10-03,20312,27975,48287
2016-10-04,22861,32585,55446
2016-10-05,24528,33692,58220
2016-10-06,26031,35957,61988
2016-10-07,28539,38535,67074
2016-10-08,36366,42128,78494
2016-10-09,33507,38598,72105
2016-10-10,33258,41163,74421
2016-10-11,30485,37519,68004
2016-10-12,28650,35004,63654
2016-10-13,28170,35362,63532
2016-10-14,27411,33812,61223
2016-10-15,23168,32936,56104
2016-10-16,23574,32588,56162
2016-10-17,31015,35549,66564
2016-10-18,29115,38039,67154
2016-10-19,28710,39941,68651
2016-10-20,29537,40941,70478
2016-10-21,28280,40267,68547
2016-10-22,25379,36117,61496
2016-10-23,26211,36813,63024
2016-10-24,31553,39873,71426
2016-10-25,30554,39743,70297
2016-10-26,30589,39899,70488
2016-10-27,29343,39355,68698
2016-10-28,28695,38867,67562
2016-10-29,25048,36994,62042
2016-10-30,25133,38288,63421
2016-10-31,32514,43436,75950
2016-11-01,32633,43352,75985
2016-11-02,31286,42696,73982
2016-11-03,30355,43227,73582
2016-11-04,30040,41112,71152
2016-11-05,26040,39539,65579
2016-11-06,26107,40144,66251
2016-11-07,31943,44113,76056
2016-11-08,32472,45394,77866
2016-11-09,29815,41858,71673
2016-11-10,39268,75197,114465
2016-11-11,44460,77032,121492
2016-11-12,31413,56377,87790
2016-11-13,31168,56053,87221
2016-11-14,41242,60681,101923
2016-11-15,44973,62031,107004
2016-11-16,47747,63360,111107
2016-11-17,49255,61308,110563
2016-11-18,44481,56309,100790
2016-11-19,36993,48981,85974
2016-11-20,35162,48030,83192
2016-11-21,40258,51493,91751
2016-11-22,36660,47420,84080
2016-11-23,38412,54844,93256
2016-11-24,43373,56523,99896
2016-11-25,35938,51132,87070
2016-11-26,31537,45540,77077
2016-11-27,31193,44700,75893
2016-11-28,40340,51204,91544
2016-11-29,38547,48610,87157
2016-11-30,35737,45866,81603
2016-12-01,36213,45221,81434
2016-12-02,33629,42890,76519
2016-12-03,28713,41136,69849
2016-12-04,25831,39127,64958
2016-12-05,32741,43816,76557
2016-12-06,32161,45558,77719
2016-12-07,45641,78432,124073
2016-12-08,54234,95642,149876
2016-12-09,42865,71545,114410
2016-12-10,43343,71278,114621
2016-12-11,49820,75471,125291
2016-12-12,65078,93858,158936
2016-12-13,60475,77968,138443
2016-12-14,59302,76714,136016
2016-12-15,58628,76849,135477
2016-12-16,57811,71843,129654
2016-12-17,51476,63976,115452
2016-12-18,47996,63139,111135
2016-12-19,55449,62191,117640
2016-12-20,49876,58306,108182
2016-12-21,44751,52272,97023
2016-12-22,44482,50317,94799
2016-12-23,42985,40543,83528
2016-12-24,34866,35570,70436
2016-12-25,34775,36235,71010
2016-12-26,42592,38697,81289
2016-12-27,39778,37766,77544
2016-12-28,40292,40907,81199
2016-12-29,38209,39532,77741
2016-12-30,34781,43017,77798
2016-12-31,31363,43970,75333
2017-01-01,29337,46134,75471
2017-01-02,32950,48989,81939
2017-01-03,40484,52712,93196
2017-01-04,40445,49586,90031
2017-01-05,39804,48650,88454
2017-01-06,43384,57610,100994
2017-01-07,36162,49454,85616
2017-01-08,33890,45770,79660
2017-01-09,39622,49024,88646
2017-01-10,40403,48825,89228
2017-01-11,38977,49888,88865
2017-01-12,37412,49870,87282
2017-01-13,40603,56924,97527
2017-01-14,34743,51217,85960
2017-01-15,34300,52754,87054
2017-01-16,42194,58144,100338
2017-01-17,44645,57246,101891
2017-01-18,44665,55724,100389
2017-01-19,44606,54439,99045
2017-01-20,44805,57738,102543
2017-01-21,36706,47549,84255
2017-01-22,36941,47302,84243
2017-01-23,36309,43634,79943
2017-01-24,33023,39300,72323
2017-01-25,28018,31587,59605
2017-01-26,20681,24049,44730
2017-01-27,4745,8111,12856
2017-01-28,2816,7171,9987
2017-01-29,3807,8780,12587
2017-01-30,4436,10068,14504
2017-01-31,8832,15832,24664
2017-02-01,12954,19746,32700
2017-02-02,16316,21958,38274
2017-02-03,28949,39327,68276
2017-02-04,28003,36884,64887
2017-02-05,26775,31818,58593
2017-02-06,28973,38127,67100
2017-02-07,26024,36343,62367
2017-02-08,24903,35542,60445
2017-02-09,24798,34837,59635
2017-02-10,25166,35933,61099
2017-02-11,19086,30111,49197
2017-02-12,21214,30308,51522
2017-02-13,26308,32766,59074
2017-02-14,25880,34922,60802
2017-02-15,24628,31869,56497
2017-02-16,24467,32051,56518
2017-02-17,25741,32003,57744
2017-02-18,23127,31495,54622
2017-02-19,23100,32744,55844
2017-02-20,30555,38628,69183
2017-02-21,26762,35206,61968
2017-02-22,25546,33448,58994
2017-02-23,26621,32432,59053
2017-02-24,27825,35274,63099
2017-02-25,24281,31884,56165
2017-02-26,23643,33189,56832
2017-02-27,31703,50362,82065
2017-02-28,30943,55866,86809
2017-03-01,30170,48861,79031
2017-03-02,30217,51585,81802
2017-03-03,31257,54781,86038
2017-03-04,28486,45462,73948
2017-03-05,27433,43815,71248
2017-03-06,32168,44653,76821
2017-03-07,31297,50740,82037
2017-03-08,28651,50891,79542
2017-03-09,28242,44259,72501
2017-03-10,29205,44397,73602
2017-03-11,28646,41692,70338
2017-03-12,28576,40476,69052
2017-03-13,35290,42947,78237
2017-03-14,32366,38000,70366
2017-03-15,30835,38061,68896
2017-03-16,29705,38494,68199
2017-03-17,28546,36630,65176
2017-03-18,24714,34975,59689
2017-03-19,24075,34827,58902
2017-03-20,32153,38749,70902
2017-03-21,29685,36348,66033
2017-03-22,27988,36397,64385
2017-03-23,27003,36802,63805
2017-03-24,25812,36914,62726
2017-03-25,22684,34322,57006
2017-03-26,22491,35021,57512
2017-03-27,28260,38272,66532
2017-03-28,27195,39818,67013
2017-03-29,26147,38578,64725
2017-03-30,26221,38367,64588
2017-03-31,26644,37052,63696
2017-04-01,26334,33684,60018
2017-04-02,20872,29647,50519
2017-04-03,20140,29596,49736
2017-04-04,20489,30560,51049
2017-04-05,29446,35921,65367
2017-04-06,26598,36627,63225
2017-04-07,24302,34751,59053
2017-04-08,22903,36324,59227
2017-04-09,21590,34976,56566
2017-04-10,27033,38468,65501
2017-04-11,26790,38201,64991
2017-04-12,26258,37652,63910
2017-04-13,25946,40171,66117
2017-04-14,25295,38461,63756
2017-04-15,21401,37271,58672
2017-04-16,21532,39632,61164
2017-04-17,28568,45028,73596
2017-04-18,37834,103448,141282
2017-04-19,44896,102594,147490
2017-04-20,36692,78323,115015
2017-04-21,41633,81840,123473
2017-04-22,37751,74821,112572
2017-04-23,40539,79574,120113
2017-04-24,49275,91583,140858
2017-04-25,44800,86429,131229
2017-04-26,48721,76511,125232
2017-04-27,45116,67121,112237
2017-04-28,42084,55531,97615
2017-04-29,32357,49751,82108
2017-04-30,27207,43877,71084
2017-05-01,28392,45373,73765
2017-05-02,41163,52026,93189
2017-05-03,35914,48311,84225
2017-05-04,33398,43138,76536
2017-05-05,32080,40137,72217
2017-05-06,27865,37680,65545
2017-05-07,26670,36983,63653
2017-05-08,32741,41480,74221
2017-05-09,31164,40626,71790
2017-05-10,30983,42473,73456
2017-05-11,28901,39611,68512
2017-05-12,29279,40137,69416
2017-05-13,25547,38949,64496
2017-05-14,25949,40485,66434
2017-05-15,33270,43954,77224
2017-05-16,32135,43875,76010
2017-05-17,31342,43416,74758
2017-05-18,31566,43457,75023
2017-05-19,32893,55906,88799
2017-05-20,33199,59023,92222
2017-05-21,29429,49200,78629
2017-05-22,36790,53870,90660
2017-05-23,40218,54842,95060
2017-05-24,41331,53707,95038
2017-05-25,39230,50121,89351
2017-05-26,37475,49281,86756
2017-05-27,34070,45488,79558
2017-05-28,26908,41453,68361
2017-05-29,25055,39688,64743
2017-05-30,23873,39222,63095
2017-05-31,34921,47139,82060
2017-06-01,30851,42267,73118
2017-06-02,30422,40874,71296
2017-06-03,25821,37125,62946
2017-06-04,24694,36732,61426
2017-06-05,29451,39343,68794
2017-06-06,27633,37944,65577
2017-06-07,26825,37917,64742
2017-06-08,25849,36634,62483
2017-06-09,25222,35749,60971
2017-06-10,21803,33928,55731
2017-06-11,21407,33997,55404
2017-06-12,26468,37085,63553
2017-06-13,24906,35669,60575
2017-06-14,24981,37161,62142
2017-06-15,33344,59882,93226
2017-06-16,33822,64597,98419
2017-06-17,30358,58617,88975
2017-06-18,33557,67112,100669
2017-06-19,44301,73226,117527
2017-06-20,43874,67819,111693
2017-06-21,42967,63645,106612
2017-06-22,39486,58434,97920
2017-06-23,35992,50570,86562
2017-06-24,30049,44115,74164
2017-06-25,27567,40961,68528
2017-06-26,32885,42502,75387
2017-06-27,28325,38082,66407
2017-06-28,26933,38081,65014
2017-06-29,24978,34953,59931
2017-06-30,24953,34667,59620
2017-07-01,23041,32724,55765
2017-07-02,21954,31890,53844
2017-07-03,25497,34676,60173
2017-07-04,24532,33696,58228
2017-07-05,24122,33434,57556
2017-07-06,22918,31865,54783
2017-07-07,22914,31478,54392
2017-07-08,20329,31097,51426
2017-07-09,20155,30875,51030
2017-07-10,25967,36374,62341
2017-07-11,25032,34365,59397
2017-07-12,23983,33659,57642
2017-07-13,24620,33405,58025
2017-07-14,23766,32495,56261
2017-07-15,20700,31485,52185
2017-07-16,20052,31559,51611
2017-07-17,24920,32886,57806
2017-07-18,25844,42422,68266
2017-07-19,26675,46902,73577
2017-07-20,25679,44541,70220
2017-07-21,26882,44924,71806
2017-07-22,26290,43877,70167
2017-07-23,26334,42513,68847
2017-07-24,31829,44364,76193
2017-07-25,28393,39643,68036
2017-07-26,26925,38100,65025
2017-07-27,26091,36651,62742
2017-07-28,27322,39123,66445
2017-07-29,23260,34610,57870
2017-07-30,21823,33611,55434
2017-07-31,26761,36790,63551
2017-08-01,24916,36856,61772
2017-08-02,25411,35636,61047
2017-08-03,23377,33951,57328
2017-08-04,22734,33991,56725
2017-08-05,20764,31271,52035
2017-08-06,20048,31238,51286
2017-08-07,24888,34062,58950
2017-08-08,23086,32696,55782
2017-08-09,22022,33177,55199
2017-08-10,22048,33530,55578
2017-08-11,21782,33360,55142
2017-08-12,19847,32920,52767
2017-08-13,19388,31916,51304
2017-08-14,25555,38005,63560
2017-08-15,23804,35867,59671
2017-08-16,23213,35089,58302
2017-08-17,23572,36810,60382
2017-08-18,24151,37856,62007
2017-08-19,22146,37229,59375
2017-08-20,22854,43247,66101
2017-08-21,28442,49878,78320
2017-08-22,26252,47922,74174
2017-08-23,26710,47692,74402
2017-08-24,27269,47749,75018
2017-08-25,25919,42954,68873
2017-08-26,22988,41922,64910
2017-08-27,22737,41686,64423
2017-08-28,29551,45357,74908
2017-08-29,28730,45823,74553
2017-08-30,27722,44055,71777
2017-08-31,27224,42546,69770
2017-09-01,27168,41241,68409
2017-09-02,24086,40282,64368
2017-09-03,23146,40492,63638
2017-09-04,29727,53303,83030
2017-09-05,29988,55434,85422
2017-09-06,28325,49484,77809
2017-09-07,28428,48519,76947
2017-09-08,29028,51799,80827
2017-09-09,26993,47453,74446
2017-09-10,26341,45638,71979
2017-09-11,31534,48331,79865
2017-09-12,29496,45797,75293
2017-09-13,27518,42624,70142
2017-09-14,25654,42166,67820
2017-09-15,29219,52254,81473
2017-09-16,23738,44279,68017
2017-09-17,24383,46178,70561
2017-09-18,32185,54958,87143
2017-09-19,31802,51741,83543
2017-09-20,32318,49642,81960
2017-09-21,31246,48847,80093
2017-09-22,30147,45811,75958
2017-09-23,26594,43118,69712
2017-09-24,25934,43151,69085
2017-09-25,30598,45192,75790
2017-09-26,28273,44959,73232
2017-09-27,27878,43071,70949
2017-09-28,27655,42005,69660
2017-09-29,29734,42144,71878
2017-09-30,26154,37871,64025
2017-10-01,20724,39994,60718
2017-10-02,20118,38758,58876
2017-10-03,20225,39051,59276
2017-10-04,18545,36259,54804
2017-10-05,23699,43569,67268
2017-10-06,26087,45116,71203
2017-10-07,27153,46503,73656
2017-10-08,28188,48134,76322
2017-10-09,33593,51600,85193
2017-10-10,33541,55834,89375
2017-10-11,32072,53813,85885
2017-10-12,31150,52581,83731
2017-10-13,31074,50621,81695
2017-10-14,29078,51910,80988
2017-10-15,29695,54968,84663
2017-10-16,35729,59171,94900
2017-10-17,34550,58285,92835
2017-10-18,34585,59812,94397
2017-10-19,33986,58248,92234
2017-10-20,35400,59718,95118
2017-10-21,29934,54842,84776
2017-10-22,29359,54485,83844
2017-10-23,36519,59689,96208
2017-10-24,33626,58354,91980
2017-10-25,32545,57738,90283
2017-10-26,33885,54539,88424
2017-10-27,33429,56633,90062
2017-10-28,29630,53238,82868
2017-10-29,29959,53917,83876
2017-10-30,36114,57864,93978
2017-10-31,34092,56896,90988
2017-11-01,33718,56114,89832
2017-11-02,30929,54136,85065
2017-11-03,29535,53922,83457
2017-11-04,27634,53574,81208
2017-11-05,27353,55283,82636
2017-11-06,32415,58369,90784
2017-11-07,30445,56072,86517
2017-11-08,34355,62549,96904
2017-11-09,30287,60404,90691
2017-11-10,44215,105027,149242
2017-11-11,46474,108669,155143
2017-11-12,37742,82927,120669
2017-11-13,48410,91164,139574
2017-11-14,48473,89390,137863
2017-11-15,50904,92645,143549
2017-11-16,55580,95515,151095
2017-11-17,58987,96182,155169
2017-11-18,54244,83357,137601
2017-11-19,51256,82516,133772
2017-11-20,58654,86330,144984
2017-11-21,52916,77132,130048
2017-11-22,50251,85752,136003
2017-11-23,49558,85352,134910
2017-11-24,45202,77735,122937
2017-11-25,40511,71955,112466
2017-11-26,41092,73945,115037
2017-11-27,50613,80400,131013
